id,date,voucher_name,branch,currency,party,quantity,gross_amt,discount,gross_minus_discount,net_amount,deductions,total_value
181,2024-04-02,TP24-25PMR 63,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,2.00,3120.00,780.00,2340.00,2995.20,,2995.00
182,2024-04-02,TP24-25PMR 64,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,6.00,6000.00,1500.00,4500.00,5346.00,,5346.00
183,2024-04-02,TP24-25PMR 65,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,1.00,40155.00,,40155.00,47382.90,,47383.00
184,2024-04-02,TP24-25PMR 107,Talaipalli,INR,RAMESHWAR NUT BOLTS,73.00,17550.00,,17550.00,19831.50,,19832.00
185,2024-04-02,TP24-25PMR 114,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,6.00,2400.00,,2400.00,2832.00,,2832.00
186,2024-04-02,TP24-25PNI 4,Talaipalli,INR,ABHISHEK ALUMINIUM (BARTAN GODAAM),2.00,3100.01,,3100.01,3100.01,,3100.00
187,2024-04-02,TP24-25PNI 43,Talaipalli,INR,JAGANNATH TRADERS,1.00,40450.00,,40450.00,40450.00,,40450.00
188,2024-04-02,TP24-25PNI 100,Talaipalli,INR,FURNITURE HOUSE,1.00,41550.00,,41550.00,49029.00,,49029.00
189,2024-04-02,TP24-25PNI 399,Talaipalli,INR,LAKSHMI VINAYAKA TRADERS,1698.00,66964.03,,66964.03,74999.71,,75000.00
190,2024-04-02,TP24-25PV- 17,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,320000.00,,,352000.00,,352000.00
191,2024-04-02,US23-24PNI 23,Uttarandhra Canal & PLIS,INR,SRI SAINATH KIRANA STORES,1.00,22409.00,,22409.00,22409.00,,22409.00
192,2024-04-03,AN24-25PMR 42,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3273885.20,,3273885.20,3273885.20,2217.33,3271668.00
193,2024-04-03,AN24-25PNI 17,Ananta OCP,INR,MAA SABITRI ENTERPRISER,30.00,4248.00,,4248.00,4248.00,,4248.00
194,2024-04-03,AN24-25PV- 5,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,320000.00,,,352000.00,,352000.00
195,2024-04-03,CM24-25PMR 4,Consortium-Magadh,INR,NAYARA ENERGY LIMITED,40000.00,3273884.80,,3273884.80,3273884.80,2217.00,3271668.00
196,2024-04-03,CM24-25PV- 14,Consortium-Magadh,INR,SRI BALAJI ANAND CHEMICALS,40.00,340000.00,,,374000.00,,374000.00
197,2024-04-03,CM24-25PV- 21,Consortium-Magadh,INR,BHARAT AIRTEL LTD-JHARKHAND,1.00,3392.00,,,4002.56,,4003.00
198,2024-04-03,CM24-25PV- 22,Consortium-Magadh,INR,PANCHARATNA CONSTRUCTIONS LLP,2120.00,6360.00,,,6360.00,,6360.00
199,2024-04-03,CS24-25PMR 26,Central Stores-1,INR,SAI KRISHNA ALLOYS,700.00,826250.00,,826250.00,974975.00,,974975.00
200,2024-04-03,CS24-25PMR 27,Central Stores-1,INR,LAMINA SUSPENSION LIMITED,25.00,154500.00,,154500.00,182310.00,,182310.00
201,2024-04-03,CS24-25PMR 28,Central Stores-1,INR,LAMINA SUSPENSION LIMITED,10.00,65000.00,,65000.00,76700.00,,76700.00
202,2024-04-03,CS24-25PMR 29,Central Stores-1,INR,LAMINA SUSPENSION LIMITED,22.00,123522.84,,123522.84,145756.95,,145757.00
203,2024-04-03,CS24-25PMR 30,Central Stores-1,INR,LAMINA SUSPENSION LIMITED,9.00,57465.42,,57465.42,67809.20,,67809.00
204,2024-04-03,HO24-25PV- 5,Head Office,INR,TSSPDCL(SOUTHERN POWER DISTRIBUTION),1.00,33858.00,,,33858.00,,33858.00
205,2024-04-03,HO24-25PV- 6,Head Office,INR,TSSPDCL(SOUTHERN POWER DISTRIBUTION),1.00,4522.00,,,4522.00,,4522.00
206,2024-04-03,HO24-25PV- 7,Head Office,INR,TSSPDCL(SOUTHERN POWER DISTRIBUTION),1.00,18725.00,,,18725.00,,18725.00
207,2024-04-03,HO24-25PV- 8,Head Office,INR,TSSPDCL(SOUTHERN POWER DISTRIBUTION),1.00,10270.00,,,10270.00,,10270.00
208,2024-04-03,HO24-25PV- 9,Head Office,INR,AIRTEL BROADBAND - 7025024444,1.00,700.00,,,826.00,,826.00
209,2024-04-03,HO24-25PV- 70,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,1.00,200.00,,,236.00,,236.00
210,2024-04-03,HO24-25PV- 126,Head Office,INR,AIX CONNECT PRIVATE LIMITED - TAMILNADU,2.00,3151.00,,,3273.40,,3273.00
211,2024-04-03,HO24-25PV- 127,Head Office,INR,AIX CONNECT PRIVATE LIMITED - TAMILNADU,1.00,667.00,,,700.35,,700.00
212,2024-04-03,J224-25PMR 6,Jayant-II,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,1.00,3833.00,,3833.00,4522.94,3.83,4519.00
213,2024-04-03,J224-25PMR 38,Jayant-II,INR,BLACK DIAMOND FILLING STATION,6000.00,551940.00,,551940.00,551940.00,551.94,551388.00
214,2024-04-03,KM24-25PNI 20,KMSagar Reservoir,INR,SRI MATHAJI ELECTRICALS&HARDWARES,1.00,3960.00,,3960.00,4672.80,,4672.00
215,2024-04-03,NL24-25PNI 1,Nellore-AP,INR,QUALITY STEEL SHOPPE,10.02,532805.07,,532805.07,628709.99,,633500.00
216,2024-04-03,PC24-25PNI 5,Pachhwara Central,INR,AMRAPARA INDANE GRAMIN VITRAK,1.00,9737.50,,9737.50,9737.50,,9738.00
217,2024-04-03,PC24-25PNI 6,Pachhwara Central,INR,AMRAPARA INDANE GRAMIN VITRAK,1.00,5842.50,,5842.50,5842.50,,5843.00
218,2024-04-03,PC24-25PNI 45,Pachhwara Central,INR,SUMIT PRINTING PRESS,1.00,1900.00,,1900.00,1900.00,,1900.00
219,2024-04-03,TP24-25PMR 6,Talaipalli,INR,PADMA PETROLEUM,20000.00,1884800.00,,1884800.00,1884800.00,,1884800.00
220,2024-04-03,TP24-25PMR 23,Talaipalli,INR,SPECIAL BLASTS LIMITED,0.20,90400.00,,90400.00,106672.00,,106672.00
221,2024-04-03,TP24-25PMR 29,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3258266.00,,3258266.00,3258266.00,2203.74,3256062.00
222,2024-04-03,TP24-25PMR 40,Talaipalli,INR,SPECIAL BLASTS LIMITED,10.15,400925.00,,400925.00,473091.50,,473092.00
223,2024-04-03,TP24-25PMR 41,Talaipalli,INR,SPECIAL BLASTS LIMITED,10.81,426995.00,,426995.00,503854.10,,503854.00
224,2024-04-03,TP24-25PMR 96,Talaipalli,INR,LAMINA SUSPENSION LIMITED,4.00,24000.00,,24000.00,28320.00,,28320.00
225,2024-04-03,TP24-25PMR 108,Talaipalli,INR,RAMESHWAR NUT BOLTS,23.00,10206.00,,10206.00,12043.08,,12043.00
226,2024-04-03,TP24-25PNI 1,Talaipalli,INR,SURENDRA KUMAR BEHRA - CH,1.00,54720.00,,54720.00,54720.00,,54720.00
227,2024-04-03,TP24-25PNI 5,Talaipalli,INR,SATHYA SABJI CENTER,1.00,31318.00,,31318.00,31318.00,,31318.00
228,2024-04-03,TP24-25PNI 63,Talaipalli,INR,VE COMMERCIAL VEHICLES LIMITED- CHHATTISGARH,1.00,2961.87,,2961.87,3495.01,,3495.00
229,2024-04-03,TP24-25PNI 101,Talaipalli,INR,FURNITURE HOUSE,1.00,9000.00,,9000.00,10620.00,,10620.00
230,2024-04-03,TP24-25PNI 207,Talaipalli,INR,SHIV KUMAR AGRAWAL,1.00,172500.00,,172500.00,172500.00,,172500.00
231,2024-04-03,TP24-25PV- 18,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,320000.00,,,352000.00,,352000.00
232,2024-04-04,AN24-25PMR 43,Ananta OCP,INR,NAYARA ENERGY LIMITED,39000.00,3192038.07,,3192038.07,3192038.07,2161.90,3189876.00
233,2024-04-04,AN24-25PMR 44,Ananta OCP,INR,NAYARA ENERGY LIMITED,39000.00,3192038.07,,3192038.07,3192038.07,2161.90,3189876.00
234,2024-04-04,AN24-25PNI 51,Ananta OCP,INR,NABIN VARITY STORE,1.00,18345.00,,18345.00,18345.00,,18345.00
235,2024-04-04,AN24-25PV- 6,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300300.00,,,330330.00,,330330.00
236,2024-04-04,CM24-25PMR 5,Consortium-Magadh,INR,NAYARA ENERGY LIMITED,40000.00,3273884.80,,3273884.80,3273884.80,2217.00,3271668.00
237,2024-04-04,CM24-25PMR 6,Consortium-Magadh,INR,NAYARA ENERGY LIMITED,40000.00,3273884.80,,3273884.80,3273884.80,2217.00,3271668.00
238,2024-04-04,CM24-25PV- 15,Consortium-Magadh,INR,SRI BALAJI ANAND CHEMICALS,40.00,340000.00,,,374000.00,,374000.00
239,2024-04-04,CM24-25PV- 16,Consortium-Magadh,INR,SRI BALAJI ANAND CHEMICALS,40.00,340000.00,,,374000.00,,374000.00
240,2024-04-04,CS24-25PMR 31,Central Stores-1,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,20.00,21800.00,,21800.00,27904.00,,28612.00
241,2024-04-04,CS24-25PMR 32,Central Stores-1,INR,AGARWAL EARTHMOVING ENTERPRISES-DELHI,62.00,186750.00,,186750.00,225865.00,,225865.00
242,2024-04-04,HO24-25PNI 2,Head Office,INR,OM SAI MILK PARLOUR,240.00,13920.00,,13920.00,13920.00,,14020.00
243,2024-04-04,HO24-25PV- 22,Head Office,INR,GMR & ASSOCIATES,1.00,45000.00,,,48600.00,,48600.00
244,2024-04-04,HO24-25PV- 71,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,7643.00,,,7697.00,,7697.00
245,2024-04-04,HO24-25PV- 72,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,2874.00,,,2928.00,,2928.00
246,2024-04-04,HO24-25PV- 150,Head Office,INR,INTERGLOBE AVIATION LIMITED-UTTAR PRADESH,2.00,7027.00,,,7342.95,,7343.00
247,2024-04-04,J224-25PMR 7,Jayant-II,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,58.00,21296.00,,21296.00,25129.28,21.29,25108.00
248,2024-04-04,J224-25PMR 39,Jayant-II,INR,BLACK DIAMOND FILLING STATION,6000.00,551940.00,,551940.00,551940.00,551.94,551388.00
249,2024-04-04,J224-25PNI 3,Jayant-II,INR,DAYA SHANKAR STATIONERY,1.00,8661.00,,8661.00,10219.98,,10220.00
250,2024-04-04,J224-25PNI 4,Jayant-II,INR,DAYA SHANKAR STATIONERY,40.00,10400.00,,10400.00,11648.00,,11648.00
251,2024-04-04,KM24-25PNI 1,KMSagar Reservoir,INR,MANIKANTA RICE AGENCIES,30.00,37500.00,,37500.00,37500.00,,37500.00
252,2024-04-04,PC24-25PMR 3,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
253,2024-04-04,PC24-25PMR 4,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
254,2024-04-04,PC24-25PNI 3,Pachhwara Central,INR,AMRAPARA INDANE GRAMIN VITRAK,1.00,9737.50,,9737.50,9737.50,,9738.00
255,2024-04-04,PC24-25PNI 4,Pachhwara Central,INR,AMRAPARA INDANE GRAMIN VITRAK,1.00,5842.50,,5842.50,5842.50,,5843.00
256,2024-04-04,TP24-25PMR 7,Talaipalli,INR,GOMATI FUELS,14000.00,1319360.00,,1319360.00,1319360.00,,1319360.00
257,2024-04-04,TP24-25PMR 8,Talaipalli,INR,GOMATI FUELS,12000.00,1130880.00,,1130880.00,1130880.00,,1130880.00
258,2024-04-04,TP24-25PMR 24,Talaipalli,INR,SPECIAL BLASTS LIMITED,12000.00,78000.00,,78000.00,92040.00,,92040.00
259,2024-04-04,TP24-25PMR 25,Talaipalli,INR,SPECIAL BLASTS LIMITED,6000.00,39000.00,,39000.00,46020.00,,46020.00
260,2024-04-04,TP24-25PMR 26,Talaipalli,INR,SPECIAL BLASTS LIMITED,8800.00,57200.00,,57200.00,67496.00,,67496.00
261,2024-04-04,TP24-25PMR 27,Talaipalli,INR,SPECIAL BLASTS LIMITED,5500.00,35750.00,,35750.00,42185.00,,42185.00
262,2024-04-04,TP24-25PMR 42,Talaipalli,INR,SPECIAL BLASTS LIMITED,19.54,771830.00,,771830.00,910759.40,,910759.00
263,2024-04-04,TP24-25PMR 43,Talaipalli,INR,SPECIAL BLASTS LIMITED,3.66,144570.00,,144570.00,170592.60,,170593.00
264,2024-04-04,TP24-25PMR 76,Talaipalli,INR,TOTALENERGIES MARKETING INDIA PVT LTD-RAIPUR,630.00,74340.00,,74340.00,87721.20,,87721.00
265,2024-04-04,TP24-25PMR 77,Talaipalli,INR,TOTALENERGIES MARKETING INDIA PVT LTD-RAIPUR,3570.00,513240.00,,513240.00,605623.20,,605623.00
266,2024-04-04,TP24-25PMR 90,Talaipalli,INR,INTRAC TYRES PRIVATE LTD,8.00,15728.00,,15728.00,18559.04,,18559.00
267,2024-04-04,TP24-25PMR 95,Talaipalli,INR,LAMINA SUSPENSION LIMITED,87.00,538812.00,,538812.00,635798.16,,635798.00
268,2024-04-04,TP24-25PMR 100,Talaipalli,INR,BANSAL HARD WARE,2.00,48600.00,,48600.00,57348.00,,57348.00
269,2024-04-04,TP24-25PMR 102,Talaipalli,INR,GALAXY AUTO SERVICE CENTER,12.00,8400.00,,8400.00,9912.00,,9912.00
270,2024-04-04,TP24-25PMR 118,Talaipalli,INR,SHAKTI HYDRAULICS - RAIGARH,1.00,684.00,,684.00,807.12,,807.00
271,2024-04-04,TP24-25PMR 119,Talaipalli,INR,SHELL INDIA MARKETS PRIVATE LIMITED - MAHARASHTRA,1672.00,299288.00,,299288.00,353159.84,,353160.00
272,2024-04-04,TP24-25PMR 275,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,7.00,2800.00,,2800.00,3304.00,,3304.00
273,2024-04-04,TP24-25PNI 87,Talaipalli,INR,ABHISHEK ALUMINIUM (BARTAN GODAAM),1.00,1220.00,,1220.00,1220.00,,1220.00
274,2024-04-04,TP24-25PV- 5,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,4200.00,,,4326.00,,4326.00
275,2024-04-04,TP24-25PV- 6,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,1285.00,,,1323.56,,1324.00
276,2024-04-04,TP24-25PV- 7,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,1250.00,,,1287.50,,1288.00
277,2024-04-04,TP24-25PV- 8,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,1648.00,,,1697.44,,1697.00
278,2024-04-04,TP24-25PV- 9,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,4100.00,,,4223.00,,4223.00
279,2024-04-05,AN24-25PMR 10,Ananta OCP,INR,FORTUNE TIRE TECH RETREADS LLP,7.00,38700.00,,38700.00,45666.00,774.00,44892.00
280,2024-04-05,AN24-25PMR 11,Ananta OCP,INR,HINGULA BATTERIES,35.00,345703.30,,345703.30,442500.22,,442500.00
281,2024-04-05,AN24-25PMR 45,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3273885.20,,3273885.20,3273885.20,2217.33,3271668.00
282,2024-04-05,AN24-25PMR 89,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,7.00,418600.00,,418600.00,535808.00,,542062.00
283,2024-04-05,AN24-25PMR 97,Ananta OCP,INR,SRI RAMESH AUTOMOBILES,1.00,25000.00,,25000.00,29500.00,,29500.00
284,2024-04-05,AN24-25PMR 128,Ananta OCP,INR,KRISHNA ENGINEERING INDUSTRY,10.00,15500.00,,15500.00,18290.00,,18290.00
285,2024-04-05,AN24-25PV- 7,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,308000.00,,,338800.00,,338800.00
286,2024-04-05,CM24-25PMR 7,Consortium-Magadh,INR,NAYARA ENERGY LIMITED,40000.00,3273884.80,,3273884.80,3273884.80,2217.00,3271668.00
287,2024-04-05,CM24-25PV- 17,Consortium-Magadh,INR,SRI BALAJI ANAND CHEMICALS,40.00,340000.00,,,374000.00,,374000.00
288,2024-04-05,CM24-25PV- 18,Consortium-Magadh,INR,SANY HEAVY INDUSTRY INDIA PVT LTD. JHARKHAND,3247.00,1904200.00,,,2208872.00,,2208872.00
289,2024-04-05,CS24-25PMR 33,Central Stores-1,INR,SRI RAMESH AUTOMOBILES,1.00,25000.00,,25000.00,29500.00,,29500.00
290,2024-04-05,CS24-25PMR 34,Central Stores-1,INR,SRI RAMESH AUTOMOBILES,1.00,25000.00,,25000.00,29500.00,,29500.00
291,2024-04-05,CS24-25PMR 35,Central Stores-1,INR,DOZCO (INDIA) PVT LTD-SINGRAULI,18.00,984076.00,68885.32,915190.68,1079925.00,,1079925.00
292,2024-04-05,CS24-25PMR 36,Central Stores-1,INR,DEVANSH SALES AND SERVICES,10.00,4060.00,,4060.00,4790.80,,4791.00
293,2024-04-05,CS24-25PMR 37,Central Stores-1,INR,DURGA AUTOMOBILES,2.00,460000.00,,460000.00,542800.00,,542800.00
294,2024-04-05,CS24-25PMR 38,Central Stores-1,INR,DURGA AUTOMOBILES,1.00,64000.00,,64000.00,75520.00,,75520.00
295,2024-04-05,HO24-25PV- 10,Head Office,INR,PROGRESSIVE TAX SOLUTIONS,1.00,36000.00,,,38880.00,,38880.00
296,2024-04-05,HO24-25PV- 11,Head Office,INR,MYSCAPE COURTYARD OWNERS WELFARE ASSOCIATION,1244.27,23398.34,,,23398.34,,23398.00
297,2024-04-05,HO24-25PV- 13,Head Office,INR,TSSPDCL(SOUTHERN POWER DISTRIBUTION),1.00,1303.00,,,1303.00,,1303.00
298,2024-04-05,HO24-25PV- 73,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,8818.00,,,8872.00,,8872.00
299,2024-04-05,HO24-25PV- 74,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,8818.00,,,8872.00,,8872.00
300,2024-04-05,HO24-25PV- 135,Head Office,INR,INTERGLOBE AVIATION LIMITED-ODISHA,2.00,8166.00,,,8518.25,,8518.00
301,2024-04-05,HO24-25PV- 136,Head Office,INR,INTERGLOBE AVIATION LIMITED-ODISHA,2.00,8166.00,,,8518.25,,8518.00
302,2024-04-05,J224-25/PVAO 4,Jayant-II,INR,BULL MECHANICAL WORKS,1.00,18000.00,,18000.00,21240.00,180.00,21060.00
303,2024-04-05,J224-25/PVAO 5,Jayant-II,INR,BULL MECHANICAL WORKS,1.00,18000.00,,18000.00,21240.00,180.00,21060.00
304,2024-04-05,J224-25PMR 40,Jayant-II,INR,BLACK DIAMOND FILLING STATION,6000.00,551940.00,,551940.00,551940.00,551.94,551388.00
305,2024-04-05,KH24-25PV- 1,Khadia,INR,SANY HEAVY INDUSTRY INDIA PVT LTD-UTTAR PRADESH,6002.00,2830280.00,,,3283124.80,,3283124.80
306,2024-04-05,PC24-25PMR 5,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
307,2024-04-05,PC24-25PNI 8,Pachhwara Central,INR,CHANDAN VEGETABLE STORE,1.00,14940.00,,14940.00,14940.00,,14940.00
308,2024-04-05,PC24-25PV- 11,Pachhwara Central,INR,SAI LOGISTICS,1.00,29425.00,,,30896.25,,30896.00
309,2024-04-05,TP24-25PMR 9,Talaipalli,INR,PADMA PETROLEUM,20000.00,1884800.00,,1884800.00,1884800.00,,1884800.00
310,2024-04-05,TP24-25PMR 10,Talaipalli,INR,PADMA PETROLEUM,14000.00,1319360.00,,1319360.00,1319360.00,,1319360.00
311,2024-04-05,TP24-25PMR 30,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3258266.00,,3258266.00,3258266.00,2203.74,3256062.00
312,2024-04-05,TP24-25PMR 44,Talaipalli,INR,SPECIAL BLASTS LIMITED,17.26,681770.00,,681770.00,804488.60,,804489.00
313,2024-04-05,TP24-25PMR 105,Talaipalli,INR,HANUMAN JI TRADERS - JHARKHAND,13.00,86460.00,,86460.00,102218.80,,102219.00
314,2024-04-05,TP24-25PMR 109,Talaipalli,INR,RAMESHWAR NUT BOLTS,354.00,6983.00,,6983.00,8062.10,,8062.00
315,2024-04-05,TP24-25PNI 3,Talaipalli,INR,ABHISHEK ALUMINIUM (BARTAN GODAAM),2.00,14830.00,,14830.00,14830.00,,14830.00
316,2024-04-05,TP24-25PNI 208,Talaipalli,INR,SHIV KUMAR AGRAWAL,1.00,194300.00,,194300.00,194300.00,,194300.00
317,2024-04-05,TP24-25PV- 10,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,2485.00,,,2559.56,,2560.00
318,2024-04-05,TP24-25PV- 19,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,287000.00,,,315700.00,,315700.00
319,2024-04-06,AN24-25PMR 46,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3273885.20,,3273885.20,3273885.20,2217.33,3271668.00
320,2024-04-06,AN24-25PNI 20,Ananta OCP,INR,MAA SABITRI ENTERPRISER,7.00,532.00,,532.00,532.00,,532.00
321,2024-04-06,AN24-25PNI 21,Ananta OCP,INR,MAA SABITRI ENTERPRISER,1.00,4178.00,,4178.00,4178.00,,4178.00
322,2024-04-06,AN24-25PV- 8,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,308000.00,,,338800.00,,338800.00
323,2024-04-06,AN24-25PV- 9,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,308000.00,,,338800.00,,338800.00
324,2024-04-06,CM24-25PMR 8,Consortium-Magadh,INR,NAYARA ENERGY LIMITED,40000.00,3273884.80,,3273884.80,3273884.80,2217.00,3271668.00
325,2024-04-06,CM24-25PMR 9,Consortium-Magadh,INR,NAYARA ENERGY LIMITED,40000.00,3273884.80,,3273884.80,3273884.80,2217.00,3271668.00
326,2024-04-06,CM24-25PV- 23,Consortium-Magadh,INR,SRI BALAJI ANAND CHEMICALS,40.00,340000.00,,,374000.00,,374000.00
327,2024-04-06,CM24-25PV- 24,Consortium-Magadh,INR,SRI BALAJI ANAND CHEMICALS,40.00,340000.00,,,374000.00,,374000.00
328,2024-04-06,CS24-25PMR 39,Central Stores-1,INR,PPS MOTORS PRIVATE LIMITED - MADHYA PRADESH,4.00,16840.00,4210.00,12630.00,16166.40,,16166.00
329,2024-04-06,CS24-25PMR 40,Central Stores-1,INR,DOZER WORLD PVT LTD-DELHI,1.00,4200.00,,4200.00,4956.00,,4956.00
330,2024-04-06,HO24-25PV- 15,Head Office,INR,AIRTEL MOBILE NO : 5123491,1.00,798.00,,,941.64,,941.64
331,2024-04-06,HO24-25PV- 131,Head Office,INR,INTERGLOBE AVIATION LIMITED - CHHATTISGARH,2.00,7380.00,,,7707.70,,7708.00
332,2024-04-06,J224-25/PVAO 3,Jayant-II,INR,BULL MECHANICAL WORKS,1.00,12000.00,,12000.00,14160.00,120.00,14040.00
333,2024-04-06,J224-25/PVAO 6,Jayant-II,INR,NEW DIAMOND ELECTRICALS WORKS,9.00,17600.00,,17600.00,20768.00,176.00,20592.00
334,2024-04-06,J224-25PMR 2,Jayant-II,INR,GOEL AUTO AGENCIES,432.00,25350.00,,25350.00,31223.00,,31223.00
335,2024-04-06,J224-25PMR 3,Jayant-II,INR,NEW DIAMOND ELECTRICALS WORKS,2.00,200.00,,200.00,236.00,,236.00
336,2024-04-06,J224-25PMR 4,Jayant-II,INR,NEW DIAMOND ELECTRICALS WORKS,4.00,4442.00,,4442.00,5685.76,,5686.00
337,2024-04-06,J224-25PMR 15,Jayant-II,INR,BANSAL AGENCIES. MADHYA PRADESH,16.00,2845.50,,2845.50,3326.50,2.84,3324.00
338,2024-04-06,J224-25PMR 16,Jayant-II,INR,BANSAL AGENCIES. MADHYA PRADESH,536.00,7660.00,,7660.00,9038.80,7.66,9960.00
339,2024-04-06,J224-25PMR 17,Jayant-II,INR,BANSAL AGENCIES. MADHYA PRADESH,910.00,32700.00,,32700.00,36844.00,32.70,36811.00
340,2024-04-06,J224-25PMR 25,Jayant-II,INR,NEW DIAMOND ELECTRICALS WORKS,51.00,650.00,,650.00,782.00,,782.00
341,2024-04-06,J224-25PMR 26,Jayant-II,INR,NEW DIAMOND ELECTRICALS WORKS,50.00,500.00,,500.00,590.00,,590.00
342,2024-04-06,J224-25PMR 41,Jayant-II,INR,BLACK DIAMOND FILLING STATION,6000.00,551940.00,,551940.00,551940.00,551.94,551388.00
343,2024-04-06,J224-25PMR 108,Jayant-II,INR,GOEL AUTO AGENCIES,3.00,800.00,,800.00,944.00,,944.00
344,2024-04-06,J224-25PMR 126,Jayant-II,INR,GAYATTRI ENTERPRISES - MP,5.00,7250.00,,7250.00,8555.00,,8555.00
345,2024-04-06,KH24-25PMR 3,Khadia,INR,INDIAN OIL CORPORATION LIMITED,18000.00,1618123.50,,1618123.50,1618123.50,1382.07,1616741.00
346,2024-04-06,PC24-25PMR 6,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
347,2024-04-06,PC24-25PMR 7,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
348,2024-04-06,PC24-25PNI 1,Pachhwara Central,INR,AMRAPARA INDANE GRAMIN VITRAK,1.00,9737.50,,9737.50,9737.50,,9738.00
349,2024-04-06,PC24-25PNI 2,Pachhwara Central,INR,AMRAPARA INDANE GRAMIN VITRAK,1.00,5842.50,,5842.50,5842.50,,5843.00
350,2024-04-06,PC24-25PV- 2,Pachhwara Central,INR,JAL TRANS LOGISTICS,1.00,495000.00,,,514800.00,,514800.00
351,2024-04-06,PC24-25PV- 3,Pachhwara Central,INR,JAL TRANS LOGISTICS,1.00,94320.00,,,98092.80,,98092.80
352,2024-04-06,PC24-25PV- 4,Pachhwara Central,INR,JAL TRANS LOGISTICS,1.00,249008.00,,,291339.36,,291339.36
353,2024-04-06,PC24-25PV- 5,Pachhwara Central,INR,JAL TRANS LOGISTICS,1.00,505000.00,,,525200.00,,525200.00
354,2024-04-06,PC24-25PV- 6,Pachhwara Central,INR,JAL TRANS LOGISTICS,1.00,94320.00,,,98092.80,,98092.80
355,2024-04-06,PC24-25PV- 7,Pachhwara Central,INR,JAL TRANS LOGISTICS,1.00,249008.00,,,291339.36,,291339.36
356,2024-04-06,TP24-25PMR 11,Talaipalli,INR,PADMA PETROLEUM,20000.00,1884800.00,,1884800.00,1884800.00,,1884800.00
357,2024-04-06,TP24-25PMR 31,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3258266.00,,3258266.00,3258266.00,2203.74,3256062.00
358,2024-04-06,TP24-25PMR 45,Talaipalli,INR,SPECIAL BLASTS LIMITED,0.20,90400.00,,90400.00,106672.00,,106672.00
359,2024-04-06,TP24-25PMR 46,Talaipalli,INR,SPECIAL BLASTS LIMITED,3.13,123635.00,,123635.00,145889.30,,145889.00
360,2024-04-06,TP24-25PMR 93,Talaipalli,INR,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,9.00,119700.00,50274.00,69426.00,88865.28,,88865.00
